address,area,year,floors,entrance,flats,latitude,longitude
"ул. Гурьянова, д. 4, к. 2, Москва",22459.10,2006,16,7,381,55.69314507,37.7188035
"ул. Дубнинская, д. 32, к. 8, Москва",4383.00,2004,16,1,78,55.88332757,37.5609155
"ул. Заповедная, д. 16, к. 3, Москва",10088.00,2009,16,3,144,55.86881357,37.6373175
"ул. Захарьинские Дворики, д. 3, Москва",23683.80,2009,16,8,441,55.50148807,37.5754595
"ул. Истринская, д. 8, к. 1, Москва",15838.60,2004,16,4,507,55.73715707,37.4334445
"ул. Каховка, д. 25, Москва",34838.30,2001,16,4,173,55.65521907,37.573474
"ул. Лебедянская, д. 36, к. 1, Москва",22777.00,2003,16,7,438,55.58564707,37.6953485
"ул. Лукинская, д. 6, Москва",12345.00,2009,16,3,180,55.65102357,37.3433705
"ул. Маршала Савицкого, д. 6, к. 2, Москва",7205.10,2008,16,2,123,55.50407807,37.5780465
"пр-кт. Мичуринский, д. 6, к. 3, Москва",39128.00,2007,16,1,134,55.71277107,37.5280735
"ул. Наличная, д. 3, Москва",9810.00,2007,16,1,90,55.76475357,37.704206
"ул. Никитинская, д. 31, к. 2, Москва1",18627.80,2007,16,1,120,55.79529157,37.774095
"ш. Новокуркинское, д. 45, Москва",14189.00,2003,16,3,182,55.90378157,37.3881425
"ул. Новый Арбат, д. 27, Москва",39988.90,2010,16,3,124,55.75197357,37.578864
"ул. Олеко Дундича, д. 7, Москва",18537.40,2002,16,5,352,55.74126207,37.4948625
"п. Внуковское, ул. Омская, д. 14, к. 2, Москва",10945.60,2017,16,3,186,55.62124107,37.265307
"ул. Островитянова, д. 9, Москва",33930.20,2004,16,3,336,55.64377457,37.4960845
"ул. Островитянова, д. 53, к. 1, Москва",4992.00,2001,16,1,96,55.63596507,37.539302
"ул. Островитянова, д. 53, к. 3, Москва",5046.00,2001,16,1,143,55.63673207,37.5389875
"ул. Петрозаводская, д. 12, к. 1, Москва",13987.00,2005,16,3,123,55.86428757,37.502121
"ул. Петрозаводская, д. 28, к. 1, Москва",13647.70,2004,16,3,125,55.86804607,37.4910985
"ул. Полярная, д. 22, Москва",7060.00,2017,16,2,120,55.87985857,37.6382335
"ш. Рублевское, д. 48/1, Москва",15915.30,2000,16,3,76,55.75400007,37.4059205
"пр-кт. Рязанский, д. 64, к. 2, Москва",35614.00,2000,16,8,526,55.71390207,37.8035595
"ул. Святоозерская, д. 32, Москва",22161.60,2006,16,8,368,55.71113307,37.895008
"ул. Серпуховский Вал, д. 21, к. 2, Москва",22595.60,2017,16,1,157,55.71096057,37.609236
"ул. Скобелевская, д. 3, к. 1, Москва",14540.60,2002,16,4,218,55.54954157,37.557484
"ул. Скобелевская, д. 23, к. 4, Москва",12290.00,2000,16,4,166,55.54829357,37.5594605
"ул. Снежная, д. 23, Москва",8839.00,2002,16,1,99,55.85603257,37.650325
"ул. Совхозная, д. 41, Москва",29600.00,2007,16,2,169,55.67457507,37.760234
"проезд. Старопетровский, д. 12, к. 4, Москва",13039.00,2008,16,3,172,55.82504207,37.510565
"ул. Талалихина, д. 1, к. 2, Москва",8245.40,2001,16,2,120,55.73570757,37.6782085
"ул. Татьяны Макаровой, д. 8, Москва",18187.00,2006,16,6,304,55.71165057,37.888019
"ул. Удальцова, д. 1, к. 1, Москва",12206.00,2007,16,2,150,55.67153407,37.5179315
"ул. Хлобыстова, д. 12, к. 2, Москва",7413.00,2005,16,2,123,55.71859757,37.8045385
"ул. Чистова, д. 16, к. 5, Москва",8754.90,2014,16,1,120,55.69505257,37.745654
"ул. Юных Ленинцев, д. 57, к. 2, Москва",6494.70,2010,16,2,120,55.70187607,37.7613205
"проезд. Янтарный, д. 9, Москва",13456.70,2007,16,2,121,55.86854107,37.681245
"ул. Ярцевская, д. 27, к. 2, Москва",8194.70,2005,16,2,240,55.74238707,37.415739
"проезд. Ясный, д. 14, к. 1, Москва",13169.00,2003,16,4,250,55.87542507,37.626834
"проезд. Саратовский 1-й, д. 8, Москва",3148.60,40,40,2,39,55.71069707,37.735144
"наб. Котельническая, д. 1/15, к. A, Б, В, ВК, Москва",73871.00,1953,33,21,722,55.74536657,37.6435335
"пл. Кудринская, д. 1, Москва",54848.00,1954,31,6,449,55.75913207,37.580903
"пр-кт. Ленинский, д. 116, к. 1, Москва",28399.00,1998,30,1,129,55.66773157,37.512119
"ул. Черкизовская Б., д. 20, к. 1, Москва",16622.00,1981,27,1,260,55.79806457,37.7321975
"б-р. Жулебинский, д. 5, Москва",64144.00,1997,27,10,346,55.69855857,37.844909
"б-р. Жулебинский, д. 25, Москва",34694.70,1999,27,1,242,55.68991807,37.8522665
"проезд. Староватутинский, д. 17, Москва",21019.00,1998,27,1,186,55.87548607,37.6613475
"ул. Садовая-Спасская, д. 21/1, Москва",44042.00,1952,26,12,269,55.76942807,37.649292
"г. Зеленоград, к. 1801Б, Москва",7440.70,1999,25,1,96,55.97803457,37.1652345
"пр-кт. Ленинский, д. 109, к. 1, Москва",10638.00,1977,25,1,175,55.66274507,37.5115265
"ул. Миклухо-Маклая, д. 44, Москва",12864.00,1988,25,1,183,55.63755007,37.542105
"б-р. Жулебинский, д. 1, Москва",12292.00,1998,24,1,274,55.69947657,37.8423575
"ул. Люблинская, д. 165, Москва",10504.00,1998,24,1,154,55.65050557,37.7459235
"проезд. Одоевского, д. 11, к. 7, Москва",8272.40,1997,24,2,137,55.59809557,37.5124245
"ул. Коштоянца, д. 10, Москва",30898.00,1984,23,6,517,55.67756457,37.4864365
"г. Зеленоград, д. 1615, Москва",11609.00,1994,22,2,167,55.97374307,37.1562155
"г. Зеленоград, к. 1003, Москва",20519.00,1978,22,2,418,55.98702907,37.179518
"г. Зеленоград, к. 1107, Москва",10103.00,1987,22,1,168,55.99867457,37.1913395
"г. Зеленоград, к. 1202, Москва",10090.00,1984,22,1,174,55.99342907,37.1893995
"г. Зеленоград, к. 1554, Москва",16596.50,1992,22,2,167,55.98047757,37.1546615
"проезд. Южнопортовый 2-й, д. 15, Москва",11359.00,1990,22,2,174,55.70019707,37.6846765
"б-р. Адмирала Ушакова, д. 3, Москва",20485.90,1996,22,3,252,55.54694857,37.5544205
"ул. Академика Пилюгина, д. 14, к. 1, Москва",16587.00,1983,22,6,258,55.66874657,37.5360595
"ш. Алтуфьевское, д. 74, Москва",58716.10,1984,22,8,694,55.89063807,37.5887905
"пер. Ангелов, д. 7, к. 4, Москва",15178.50,1994,22,2,174,55.84990857,37.3482035
"ул. Богданова, д. 42, Москва",21021.00,1989,22,3,252,55.65181607,37.3956345
"проезд. Борисовский, д. 1, к. 2, Москва",12673.20,1986,22,2,174,55.62582607,37.712596
"ул. Братиславская, д. 23, Москва",11623.60,1998,22,2,168,55.65596507,37.7642405
"ул. Вилиса Лациса, д. 25, к. 2, Москва",4971.40,1999,22,1,84,55.86038257,37.419862
"ул. Днепропетровская, д. 1, Москва",16811.20,1990,22,3,252,55.62134307,37.6068105
"ул. Знаменские Садки, д. 11, Москва",15566.20,1990,22,3,252,55.57368807,37.5674285
"ул. Кировоградская, д. 22, Москва",15177.00,1989,22,3,252,55.61523757,37.6045915
"ул. Крылатские Холмы, д. 30, к. 8, Москва",18062.00,1997,22,3,229,55.76996007,37.417778
"ул. Летчика Бабушкина, д. 32, к. 1, Москва",11549.00,1997,22,2,168,55.87122807,37.6772295
"ул. Лобачевского, д. 94, Москва",10032.00,1985,22,1,168,55.68207157,37.4821695
"ул. Милашенкова, д. 18, Москва",24810.00,1997,22,4,337,55.83044257,37.5785675
"ул. Молдагуловой, д. 3, к. 1, Москва",15148.00,1984,22,1,169,55.72387607,37.821355
"ул. Мусы Джалиля, д. 9, к. 1, Москва",11618.00,1987,22,2,174,55.62736657,37.743687
"б-р. Мячковский, д. 14, к. 2, Москва",13784.00,1995,22,2,168,55.65186657,37.7561735
"ул. Никулинская, д. 11, Москва",17037.30,1993,22,3,249,55.66453757,37.4537825
"ул. Новопеределкинская, д. 8, Москва",11390.00,1988,22,2,167,55.64037507,37.369197
"б-р. Ореховый, д. 16, Москва",17900.00,1987,22,3,260,55.61139857,37.725918
"ул. Полбина, д. 30, Москва",14172.50,1989,22,1,174,55.68497007,37.730751
"ул. Профсоюзная, д. 93, к. 4, Москва",28102.00,1998,22,5,411,55.63767207,37.52916
"ш. Рублевское, д. 16, к. 3, Москва",18120.40,1996,22,4,262,55.74100407,37.436041
"ул. Свободы, д. 44, к. 1, Москва",10408.00,1989,22,1,175,55.84768457,37.4554265
"ул. Свободы, д. 91, к. 2, Москва",9735.00,1991,22,1,170,55.86774307,37.445006
"ул. Старобитцевская, д. 19, к. 3, Москва",10271.60,1992,22,2,174,55.57620757,37.5802475
"ул. Суздальская, д. 28, Москва",11312.80,1990,22,2,172,55.74319807,37.8631805
"ул. Тарусская, д. 22, к. 2, Москва",14888.00,1985,22,2,252,55.59995157,37.5272825
"б-р. Филевский, д. 41, Москва",16535.00,1998,22,3,252,55.76279357,37.4803815
"ул. Шереметьевская, д. 27, Москва",20290.60,1998,22,4,331,55.80304407,37.6148235
"б-р. Яна Райниса, д. 37, к. 1, Москва",10244.00,1985,22,2,174,55.84909957,37.4154065
"ул. Гурьянова, д. 55, Москва",16749.50,1992,21,2,160,55.68042257,37.7170695
"ул. Короленко, д. 8, Москва",13602.00,1997,20,1,73,55.79503857,37.6917285
"пр-кт. Ленинский, д. 110, к. 1, Москва",8709.00,1967,19,1,178,55.66721357,37.5130175
"ул. Удальцова, д. 52, Москва",11302.00,1998,19,2,95,55.68554857,37.4895715
"ул. Веерная, д. 30, к. 4, Москва",31057.70,1997,18,3,112,55.71065657,37.4773275
"ул. Обручева, д. 4, к. 3, Москва",13533.90,1968,18,3,153,55.65977457,37.508508
"ш. Рублевское, д. 97, к. 2, Москва",8558.70,0,18,3,296,55.74161207,37.422584
"г. Зеленоград, к. 435, Москва",9247.00,1971,17,1,102,55.99599157,37.211471
"б-р. Самаркандский Квартал 137а, к. 6, Москва",7502.00,1996,17,2,128,55.69918257,37.8174565
"г. Зеленоград, к. 1448, Москва",17733.20,1990,17,4,259,55.98464257,37.1551465
"г. Зеленоград, к. 1539, Москва",32014.00,1993,17,10,552,55.97795907,37.156476
"ул. 800-летия Москвы, д. 8, Москва",7526.90,1984,17,2,128,55.87672807,37.539994
"ул. Мелитопольская 2-я, д. 15, Москва",8803.60,1996,17,2,136,55.53648657,37.5779115
"пер. Митинский 3-й, д. 7, Москва",24993.10,1998,17,5,331,55.84613307,37.3477725
"ул. 800-летия Москвы, д. 12, Москва",14941.40,1984,17,4,260,55.87714207,37.5438025
"ул. Парковая 9-я, д. 40, Москва",17481.00,1985,17,4,271,55.79798357,37.7999215
"ул. Авиаторов, д. 8, к. 1, Москва",13848.00,1989,17,3,204,55.64714757,37.3972335
"б-р. Адмирала Ушакова, д. 2, Москва",29015.10,1994,17,5,260,55.54857357,37.553244
"ул. Академика Анохина, д. 26, к. 3, Москва",17411.00,1989,17,4,266,55.66233857,37.470132
"ул. Академика Капицы, д. 22, Москва",11318.00,1986,17,3,202,55.62589757,37.5242285
"ул. Академика Челомея, д. 2, Москва",7475.00,1984,17,2,134,55.66311057,37.5352325
"ш. Алтуфьевское, д. 58б, Москва",19444.00,1984,17,4,271,55.88206057,37.5933715
"ул. Ангарская, д. 22, к. 5, Москва",15006.00,1997,17,4,256,55.87587457,37.5198265
"пер. Ангелов, д. 13, Москва",1574.20,1994,17,4,271,55.85212157,37.3439365
"пр-кт. Балаклавский, д. 3, Москва",33633.40,1988,17,9,598,55.63978607,37.612326
"ул. Барышиха, д. 19, Москва",19641.10,1998,17,3,198,55.84434907,37.349084
"ул. Барышиха, д. 50, Москва",30332.00,1993,17,7,475,55.85796807,37.345751
"проезд. Берингов, д. 1, Москва",11270.00,1987,17,3,196,55.85600207,37.656218
"ул. Бирюлевская, д. 53, стр. 1, Москва",22396.10,1983,17,6,406,55.58173957,37.6720375
"ул. Черемушкинская Б., д. 20, к. 4, Москва",21870.70,1999,17,7,380,55.68272657,37.5848375
"ул. Борисовские Пруды, д. 14, к. 4, Москва",32129.50,1997,17,9,520,55.63303307,37.744639
"ул. Борисовские Пруды, д. 48, к. 2, Москва",18643.40,1989,17,5,339,55.64149307,37.77449
"ш. Боровское, д. 29, Москва",17286.00,1988,17,4,272,55.64397757,37.363924
"ш. Боровское, д. 44, Москва",11225.00,1989,17,3,203,55.63738307,37.348428
"ул. Бочкова, д. 6, к. 2, Москва",11121.70,1983,17,3,203,55.81129007,37.6339575
"ул. Братиславская, д. 12, Москва",25877.30,1998,17,4,224,55.65974407,37.7529935
"ул. Бутлерова, д. 22, Москва",9019.00,1989,17,2,128,55.64914907,37.5349185
"ш. Варшавское, д. 126, Москва",26384.00,1987,17,7,463,55.62614157,37.615093
"ул. Василисы Кожиной, д. 14, к. 3, Москва",7431.50,1995,17,2,128,55.73805407,37.49833
"ул. Введенского, д. 24, к. 1, Москва",1356.00,1999,17,3,200,55.63846007,37.5349095
"ул. Весенняя, д. 18, Москва",7465.00,1989,17,2,128,55.87473807,37.512667
"ул. Витебская, д. 5, Москва",14910.00,1995,17,4,270,55.71392757,37.410852
"б-р. Волжский, д. 25, к. 1, Москва",26225.20,1998,17,7,472,55.70469657,37.750451
"ул. Воронежская, д. 3, Москва",11267.40,1987,17,3,192,55.60968007,37.7251635
"ул. Воронежская, д. 56, Москва",14812.00,1986,17,4,271,55.61061057,37.760135
"ул. Генерала Белобородова, д. 18, Москва",39349.90,1996,17,7,473,55.83415307,37.35645
"ул. Городецкая, д. 8, к. 3, Москва",13095.40,1989,17,3,204,55.73998507,37.8648695
"ул. Городецкая, д. 13/19, к. 2, Москва",8688.50,1987,17,2,136,55.73851007,37.869352
"ул. Грина, д. 13, к. пп.2.3.4, Москва",14127.00,1992,17,3,60,55.56301457,37.585736
"проезд. Гурьевский, д. 23, к. 1, Москва",26138.70,1986,17,7,473,55.60707157,37.753236
"ул. Гурьянова, д. 61, Москва",14104.90,1990,17,2,128,55.67636707,37.7172135
"ул. Декабристов, д. 20, к. 1, Москва",19237.00,1989,17,5,321,55.86303007,37.6069635
"б-р. Дмитрия Донского, д. 9, к. 4, Москва",7418.60,1990,17,2,134,55.56791657,37.5780645
"ул. Днепропетровская, д. 16, к. 8, Москва",7539.30,1995,17,2,128,55.61580157,37.5827085
